Date,CAC 40,NIFTY 50,FTSE 100,IBE 35,DAX,Stoxx
2022-06-10,6187.23,16201.8,7317.52,8390.6,13761.83,422.71
2022-06-13,6022.32,15774.4,7205.81,8183.3,13427.03,412.52
2022-06-14,5949.84,15732.1,7187.46,8066.4,13304.39,407.32
2022-06-15,6030.13,15692.15,7273.41,8174.7,13485.29,413.1
2022-06-16,5886.24,15360.6,7044.98,8078.1,13038.49,402.88
2022-06-17,5882.65,15293.5,7016.25,8145.9,13126.26,403.25
2022-06-20,5920.09,15350.15,7121.81,8286,13265.6,407.14
2022-06-21,5964.66,15638.8,7152.05,8235.6,13292.4,408.58
2022-06-22,5916.63,15413.3,7089.22,8145.4,13144.28,405.74
2022-06-23,5883.33,15556.65,7020.45,8106.4,12912.59,402.4
2022-06-24,6073.35,15699.25,7208.81,8244.1,13118.13,412.93
2022-06-27,6047.31,15832.05,7258.32,8242.6,13186.07,415.09
2022-06-28,6086.02,15850.2,7323.41,8317.5,13231.82,416.19
2022-06-29,6031.48,15799.1,7312.32,8188,13003.35,413.42
2022-06-30,5922.86,15780.25,7169.28,8098.7,12783.77,407.2
2022-07-01,5931.06,15752.05,7168.65,8176.1,12813.03,407.13
2022-07-04,5954.65,15835.35,7232.65,8161.8,12773.38,409.31
2022-07-05,5794.96,15810.85,7025.47,7959.4,12401.2,400.68
2022-07-06,5912.38,15989.8,7107.77,7948.6,12594.52,407.34
2022-07-07,6006.7,16132.9,7189.08,8122.5,12843.22,415.01
2022-07-08,6033.13,16220.6,7196.24,8100.3,13015.23,417.12
2022-07-11,5996.3,16216,7196.59,8065.2,12832.44,415.02
2022-07-12,6044.2,16058.3,7209.86,8014.8,12905.48,417.04
2022-07-13,6000.24,15966.65,7156.37,7944.9,12756.32,412.81
2022-07-14,5915.41,15938.65,7039.81,7804.3,12519.66,406.5
2022-07-15,6036,16049.2,7159.01,7945.9,12864.72,413.78
2022-07-18,6091.91,16278.5,7223.24,7963.1,12959.81,417.63
2022-07-19,6201.22,16340.55,7296.28,8125.1,13308.41,423.41
2022-07-20,6184.66,16520.85,7264.31,8028.9,13281.98,422.51
2022-07-21,6201.11,16605.25,7270.51,8012.7,13246.64,424.39
2022-07-22,6216.82,16719.45,7276.37,8051.6,13253.68,425.71
2022-07-25,6237.55,16631,7306.3,8085.6,13210.32,426.25
2022-07-26,6211.45,16483.85,7306.28,8069.6,13096.93,426.13
2022-07-27,6257.94,16641.8,7348.23,8124.4,13166.38,428.12
2022-07-28,6339.21,16929.6,7345.25,8084.9,13282.11,432.77
2022-07-29,6448.5,17158.25,7423.43,8156.2,13484.05,438.29
2022-08-01,6436.86,17340.05,7413.42,8085.1,13479.63,437.46
2022-08-02,6409.8,17345.45,7409.11,8096.9,13449.2,436.07
2022-08-03,6472.06,17388.15,7445.68,8142.1,13587.56,438.29
2022-08-04,6513.39,17382,7448.06,8161.1,13662.68,439.06
2022-08-05,6472.35,17397.5,7439.74,8168,13573.93,435.72
2022-08-08,6524.44,17525.1,7482.37,8272.5,13687.69,438.93
2022-08-09,6490,17525.1,7488.15,8311.9,13534.97,435.98
2022-08-10,6523.44,17534.75,7507.11,8352.8,13700.93,439.88
2022-08-11,6544.67,17659,7465.91,8380,13694.51,440.16
2022-08-12,6553.86,17698.15,7500.89,8400.4,13795.85,440.87
2022-08-15,6569.95,17698.15,7509.15,8427,13816.61,442.35
2022-08-16,6592.58,17825.25,7536.06,8511.9,13910.12,443.07
2022-08-17,6528.32,17944.25,7515.75,8434.8,13626.71,439.03
2022-08-18,6557.4,17956.5,7541.85,8430.3,13697.41,440.76
2022-08-19,6495.83,17758.45,7550.37,8338.1,13544.52,437.36
2022-08-22,6378.74,17490.7,7533.79,8284.8,13230.57,433.17
2022-08-23,6362.02,17577.5,7488.11,8226.3,13194.23,431.35
2022-08-24,6386.76,17604.95,7471.51,8199.4,13220.06,432.05
2022-08-25,6381.56,17522.45,7479.74,8187.5,13271.96,433.36
2022-08-26,6274.26,17558.9,7427.31,8063.9,12971.47,426.09
2022-08-29,6222.28,17312.9,7427.31,7989.6,12892.99,422.65
2022-08-30,6210.22,17759.3,7361.63,7979.8,12961.14,419.81
2022-08-31,6125.1,17759.3,7284.15,7886.1,12834.96,415.12
2022-09-01,6034.31,17542.8,7148.5,7806,12630.23,407.66
2022-09-02,6167.51,17539.45,7281.19,7932.2,13050.27,415.97
2022-09-05,6093.22,17665.8,7287.43,7862.7,12760.78,413.39
2022-09-06,6104.61,17655.6,7300.44,7842.2,12871.44,414.38
2022-09-07,6105.92,17624.4,7237.83,7855.9,12915.97,412.01
2022-09-08,6125.9,17798.75,7262.06,7916.8,12904.32,414.09
2022-09-09,6212.33,17833.35,7351.07,8033.1,13088.21,420.37
2022-09-12,6333.59,17936.35,7473.03,8194.3,13402.27,427.75
2022-09-13,6245.69,18070.05,7385.86,8064,13188.95,421.13
2022-09-14,6222.41,18003.75,7277.3,8055.6,13028,417.51
2022-09-15,6157.84,17877.4,7282.07,8085.5,12956.66,414.78
2022-09-16,6077.3,17530.85,7236.68,7984.7,12741.26,408.24
2022-09-19,6061.59,17622.25,7236.68,7993.2,12803.24,407.87
2022-09-20,5979.47,17816.25,7192.66,7873.1,12670.83,403.42
2022-09-21,6031.33,17718.35,7237.64,7872.2,12767.15,407.05
2022-09-22,5918.5,17629.8,7159.52,7774.7,12531.63,399.76
2022-09-23,5783.41,17327.35,7018.6,7583.5,12284.19,390.4
2022-09-26,5769.39,17016.3,7020.95,7508.5,12227.92,388.75
2022-09-27,5753.82,17007.4,6984.59,7445.7,12139.68,388.24
2022-09-28,5765.01,16858.6,7005.39,7442.2,12183.28,389.41
2022-09-29,5676.87,16818.1,6881.59,7300.1,11975.55,382.89
2022-09-30,5762.34,17094.35,6893.81,7366.8,12114.36,387.85
2022-10-03,5794.15,16887.35,6908.76,7462,12209.48,390.83
2022-10-04,6039.69,17274.3,7086.46,7696.6,12670.48,403.03
2022-10-05,5985.46,17274.3,7052.62,7579.9,12517.18,398.91
2022-10-06,5936.42,17331.8,6997.27,7511.1,12470.78,396.35
2022-10-07,5866.94,17314.65,6991.09,7436.9,12273,391.67
2022-10-10,5840.55,17241,6959.31,7413.5,12272.94,390.12
2022-10-11,5833.2,16983.55,6885.23,7355.9,12220.25,387.95
2022-10-12,5818.47,17123.6,6826.15,7261.1,12172.26,385.88
2022-10-13,5879.19,17014.35,6850.27,7348.8,12355.58,389.15
2022-10-14,5931.92,17185.7,6858.79,7382.5,12437.81,391.31
2022-10-17,6040.66,17311.8,6920.24,7557.1,12649.03,398.48
2022-10-18,6067,17486.95,6936.74,7611.3,12765.61,399.84
2022-10-19,6040.72,17512.25,6924.99,7583.6,12741.41,397.73
2022-10-20,6086.9,17563.95,6943.91,7644.4,12767.41,398.77
2022-10-21,6035.39,17576.3,6969.73,7545.6,12730.9,396.29
2022-10-24,6131.36,17730.75,7013.99,7680.5,12931.45,401.84
2022-10-25,6250.55,17656.35,7013.48,7794.9,13052.96,407.61
2022-10-26,6276.31,17656.35,7056.07,7870.6,13195.81,410.31
2022-10-27,6244.03,17736.95,7073.69,7921.1,13211.23,410.19
2022-10-28,6273.05,17786.8,7047.67,7916.5,13243.33,410.76
2022-10-31,6266.77,18012.2,7094.53,7956.5,13253.74,412.2
2022-11-01,6328.25,18145.4,7186.16,7999,13338.74,414.61
2022-11-02,6276.88,18082.85,7144.14,7968.6,13256.74,413.39
2022-11-03,6243.28,18052.7,7188.63,7868.9,13130.19,409.55
2022-11-04,6416.44,18117.15,7334.84,7942.7,13459.85,416.98
2022-11-07,6416.61,18202.8,7299.99,7962.3,13533.52,418.34
2022-11-08,6441.5,18202.8,7306.14,7998.9,13688.75,421.61
2022-11-09,6430.57,18157,7296.25,8040.4,13666.32,420.34
2022-11-10,6556.83,18028.2,7375.34,8133.2,14146.09,431.9
2022-11-11,6604.07,18349.7,7358.7,8078.41,14251.12,431.9
